product_id,product_name,product_price,average_weight_kg,product_category,customer_id,customer_name,product_count,total_amount,historical_amount,customer_start_date,last_transaction_date,transaction_id,transaction_amount,transaction_time
11561,Mushrooms(350g),3.75,0.35,Vegetables,413186,Alison Williams,1,3.57,4.5,12/3/2019,2024-06-18,4b1bc6f7-5570-4f9c-98ba-5c7d552b3fb6,3.23,2024-06-18 03:25:00
54229,Brown Bread,5.0,0.5,Bakery,529181,Xinyue Wang,5,23.96,20.0,11/17/2021,2024-05-11,2bc9b9f7-ffce-46a8-b483-3276cf1e4bbd,24.16,2024-05-11 18:01:00
24244,Chicken,16.0,1.0,Meat,197461,Kim Scott,6,97.32,4.5,12/1/2020,2024-11-08,9df8c37c-da96-425b-abc9-d11e98a6a1c4,92.0,2024-11-08 23:07:00
24766,Tortilla(10pck),7.5,0.5,Bakery,413186,Alison Williams,1,7.85,3.75,12/3/2019,2024-05-08,ed587b08-405a-4b0d-b1af-cae577009140,8.57,2024-05-08 07:56:00
41033,Strawberry Jam,4.75,0.35,Snacks,197461,Kim Scott,2,10.33,64.0,12/1/2020,2024-12-17,cb76ae79-13bd-4c35-a677-08cc14fb27d8,9.44,2024-12-17 17:07:00
95501,Eggs(1dozen),7.5,0.6,Dairy,391263,Sandra Gibson,2,15.88,15.0,12/23/2019,2024-06-20,166dfe5b-c7f7-41c8-af75-6bc79dd8b16a,15.98,2024-06-20 20:34:00
60571,Tomato Ketchup,5.5,0.75,Sauce,809251,Eric Patterson,2,11.54,16.5,9/17/2023,2024-07-29,85860e4f-77c2-41d5-9c91-1501de3663bd,10.99,2024-07-29 09:06:00
11013,Cookies,4.25,0.35,Snacks,197461,Kim Scott,3,12.07,9.5,12/1/2020,2024-11-20,27dbda9f-30d2-4978-8270-a0e99adb8ed4,12.3,2024-11-20 11:58:00
55644,Beef,18.0,1.0,Meat,355050,Muskan Sekhri,1,18.9,36.0,9/15/2021,2024-05-24,f1bbb7fb-540f-445f-a3fd-dcd4f9530835,20.32,2024-05-24 01:29:00
53022,Rice(4kg),11.0,4.0,Grains,954422,Jeffrey Jordan,4,43.06,4.0,2/22/2021,2024-11-01,71291261-61f4-45f2-ab64-28a41fe451e6,43.17,2024-11-01 13:21:00
41033,Strawberry Jam,4.75,0.35,Snacks,754181,James Saunders,2,10.34,9.5,4/6/2023,2024-09-12,fdeb7179-2809-4b2a-bd03-e10948460e22,11.35,2024-09-12 05:34:00
48443,Tortilla(6pck),5.0,0.3,Bakery,197461,Kim Scott,4,21.58,17.0,12/1/2020,2024-11-25,fd6b4275-2873-422c-a9e1-84be47e4496e,23.48,2024-11-25 19:30:00
98168,Butter(550g),6.0,0.55,Dairy,355050,Muskan Sekhri,3,19.31,36.0,9/15/2021,2024-05-03,ae5abdd3-534a-48e1-928f-dda8f81505fd,20.12,2024-05-03 19:29:00
67542,Biscuits,4.5,0.35,Snacks,754181,James Saunders,6,26.12,9.5,4/6/2023,2024-10-14,c3e91373-8730-4d3d-95b9-84aefb7d0d76,24.65,2024-10-14 20:13:00
98168,Butter(550g),6.0,0.55,Dairy,703094,Leslie Pitts,2,12.34,12.0,3/15/2021,2024-10-05,d0ae6f50-debf-4372-a685-908047edc1e4,13.38,2024-10-05 05:32:00
64629,Peanut Butter,4.5,0.5,Dairy,803204,Michael Morales,1,4.51,4.5,12/13/2021,2024-05-11,e03b8860-a7e9-429e-a70d-7778f1118112,4.54,2024-05-11 04:17:00
24244,Chicken,16.0,1.0,Meat,632553,Michael Romero,5,83.59,64.0,5/21/2021,2024-01-09,cd207d99-9da9-4f21-a0ec-2be83c42415d,78.39,2024-01-09 06:17:00
10873,Mayonnaise,6.0,0.5,Sauce,754181,James Saunders,1,6.17,18.0,4/6/2023,2024-09-25,d991a30c-ff2b-44e9-874f-7ca3d526ed13,6.28,2024-09-25 01:30:00
55786,Mushrooms(500g),5.25,0.5,Vegetables,197461,Kim Scott,3,15.43,20.0,12/1/2020,2024-10-29,58831b08-31d6-4c40-ac43-0f6a7d59f4c1,16.87,2024-10-29 21:31:00
95501,Eggs(1dozen),7.5,0.6,Dairy,586669,Micheal Case,1,7.4,21.0,7/21/2022,2024-08-12,3c27326a-dd27-46e2-a64b-a6764ce22512,7.18,2024-08-12 03:42:00
98726,Butter(350g),4.75,0.35,Dairy,359816,Kylie Davis,1,4.41,20.0,5/28/2023,2024-06-20,becd3e1f-720e-4b77-bcdd-812abbf35b8b,4.04,2024-06-20 12:41:00
64629,Peanut Butter,4.5,0.5,Dairy,809251,Eric Patterson,2,9.24,16.5,9/17/2023,2024-12-01,ee9804a9-429d-447b-ac60-11b1656d94d4,9.54,2024-12-01 06:56:00
10873,Mayonnaise,6.0,0.5,Sauce,770025,Matthew Gordon,1,6.53,17.0,7/19/2020,2024-10-27,ff71a4b7-706c-4666-9ae7-e1d9c5320d3d,6.31,2024-10-27 09:27:00
55644,Beef,18.0,1.0,Meat,972886,Delina Ivanova,1,17.12,9.0,10/11/2021,2024-09-15,f5fddef9-c0ed-4e02-81f5-304d19bb3e5c,18.24,2024-09-15 23:45:00
38402,Onions(5pck),4.0,0.85,Vegetables,586669,Micheal Case,1,4.04,15.0,7/21/2022,2024-08-27,5dec7357-6f9f-40fb-8575-a164b8e3753f,4.11,2024-08-27 06:13:00
64629,Peanut Butter,4.5,0.5,Dairy,999944,Cory Simpson,1,4.65,21.0,8/12/2023,2024-05-08,86506e79-b7e2-4640-9011-a9f168df47d8,4.34,2024-05-08 12:15:00
44817,White Bread,4.0,0.5,Bakery,703094,Leslie Pitts,3,11.83,18.0,3/15/2021,2024-10-06,3badfdcf-f824-425a-a211-638d9709ae98,12.56,2024-10-06 04:01:00
98168,Butter(550g),6.0,0.55,Dairy,809251,Eric Patterson,5,29.07,4.5,9/17/2023,2024-11-30,d90638df-c2a2-4388-9a93-55df570b89fc,26.21,2024-11-30 13:36:00
24244,Chicken,16.0,1.0,Meat,972886,Delina Ivanova,6,101.9,36.0,10/11/2021,2024-10-31,7477e844-153e-4133-b8a0-1eb833f5b2ff,100.46,2024-10-31 23:46:00
79206,Eggs(1.5dozen),11.25,0.9,Dairy,197461,Kim Scott,3,35.63,15.75,12/1/2020,2024-11-08,8a5d694f-d1f9-4d6b-a595-fdfaf849ad37,37.51,2024-11-08 09:41:00
55786,Mushrooms(500g),5.25,0.5,Vegetables,178094,Beth King,3,16.41,15.75,12/5/2020,2024-10-24,d9515b3f-b7d8-4e07-aff2-5f2506292b0e,17.69,2024-10-24 21:15:00
72729,Cheese(14pckts),6.5,0.35,Dairy,391263,Sandra Gibson,2,12.04,15.0,12/23/2019,2024-05-30,da31c7c7-1b03-40ac-8176-d179b9c9f070,11.86,2024-05-30 10:17:00
48443,Tortilla(6pck),5.0,0.3,Bakery,754181,James Saunders,4,20.12,6.0,4/6/2023,2024-10-20,61735d6e-8e9c-4d4c-a069-d0014167d4bd,18.68,2024-10-20 17:03:00
24244,Chicken,16.0,1.0,Meat,972886,Delina Ivanova,3,43.76,64.0,10/11/2021,2024-11-07,aae1a47d-43a0-4053-b3c4-101caab3ee24,45.44,2024-11-07 13:36:00
10873,Mayonnaise,6.0,0.5,Sauce,586669,Micheal Case,1,6.03,4.0,7/21/2022,2024-12-01,f5332db5-f54e-4a17-bd1f-4a9a2036c5f9,5.94,2024-12-01 23:57:00
55139,Bananas(6pck),4.5,0.95,Fruits,359816,Kylie Davis,5,21.86,14.25,5/28/2023,2024-08-23,82686c66-dc0e-4dfa-9001-c99e2aee4d80,19.7,2024-08-23 19:54:00
97856,Hot Sauce,4.0,0.35,Sauce,632553,Michael Romero,1,4.04,64.0,5/21/2021,2024-03-01,f8577bef-7d4f-4ffb-b245-78d52d00ff03,3.82,2024-03-01 02:34:00
97856,Hot Sauce,4.0,0.35,Sauce,803204,Michael Morales,4,15.12,4.5,12/13/2021,2024-05-18,d2ee6170-93bd-4398-9b15-74babaff2ff3,14.95,2024-05-18 12:27:00
24244,Chicken,16.0,1.0,Meat,693420,Abhinav Vig,2,32.28,64.0,5/26/2023,2024-01-01,ca44a9c7-3d8c-448e-8653-e85595b6528b,31.56,2024-01-01 07:10:00
40442,Pork,17.0,1.0,Meat,999944,Cory Simpson,1,17.96,4.5,8/12/2023,2024-05-17,ff52ef72-2c79-4bf9-88f2-53bc1b45faa2,17.57,2024-05-17 03:08:00
44817,White Bread,4.0,0.5,Bakery,693420,Abhinav Vig,2,7.73,64.0,5/26/2023,2024-10-11,95e694e3-cdfa-4598-af6b-8bf356cf3025,8.06,2024-10-11 11:25:00
55139,Bananas(6pck),4.5,0.95,Fruits,870229,Elizabeth Brown,3,14.71,20.0,12/27/2022,2024-11-09,309668af-a592-4d88-8e75-37843e3dd991,13.27,2024-11-09 02:40:00
44817,White Bread,4.0,0.5,Bakery,208839,Selvin Furtado,3,12.1,17.0,3/7/2020,2024-10-19,0957f45e-a667-4ac8-ada8-74792f0e20ea,11.15,2024-10-19 03:05:00
11561,Mushrooms(350g),3.75,0.35,Vegetables,870229,Elizabeth Brown,1,3.68,13.5,12/27/2022,2024-11-02,7499388e-8cf9-49a9-9dec-dbf9407f28dc,3.86,2024-11-02 18:38:00
48443,Tortilla(6pck),5.0,0.3,Bakery,355050,Muskan Sekhri,2,9.53,18.0,9/15/2021,2024-06-17,8c0ea1bd-de13-461c-bcc4-58c26c1a5b09,8.65,2024-06-17 12:56:00
72729,Cheese(14pckts),6.5,0.35,Dairy,803204,Michael Morales,1,6.66,8.0,12/13/2021,2024-10-01,cd9b409c-c12e-4e76-bea8-c7e6124e98cf,6.52,2024-10-01 11:29:00
11013,Cookies,4.25,0.35,Snacks,954422,Jeffrey Jordan,3,13.03,22.0,2/22/2021,2024-09-18,57131101-c422-4cdc-8d85-40547558cfdf,12.0,2024-09-18 14:50:00
98726,Butter(350g),4.75,0.35,Dairy,754181,James Saunders,4,18.61,20.0,4/6/2023,2024-12-18,59de6f32-855d-41b6-8f41-0c2c41066c6e,17.08,2024-12-18 18:50:00
98726,Butter(350g),4.75,0.35,Dairy,359816,Kylie Davis,1,4.31,13.5,5/28/2023,2024-08-09,a7184d4d-4e49-44c3-97b3-af0c23c400ba,4.1,2024-08-09 05:43:00
98168,Butter(550g),6.0,0.55,Dairy,197461,Kim Scott,4,23.64,33.75,12/1/2020,2024-12-16,313166ab-bf35-44cb-b7bd-074ce30f070a,25.9,2024-12-16 11:52:00
98726,Butter(350g),4.75,0.35,Dairy,630214,Richard Barnes,5,23.03,3.75,4/16/2020,2024-11-18,fc6390ef-147d-436d-8294-3296ea5ffa22,21.09,2024-11-18 02:21:00
11013,Cookies,4.25,0.35,Snacks,972886,Delina Ivanova,3,11.94,64.0,10/11/2021,2024-10-21,597a0931-88e6-4c76-9ead-c5f043400ca9,10.85,2024-10-21 03:48:00
72729,Cheese(14pckts),6.5,0.35,Dairy,693420,Abhinav Vig,5,34.66,12.0,5/26/2023,2024-10-01,da052bac-c5fe-4b8d-95bb-fd46ff847b5e,32.8,2024-10-01 08:23:00
48443,Tortilla(6pck),5.0,0.3,Bakery,693420,Abhinav Vig,2,10.41,19.5,5/26/2023,2024-10-25,62d989cc-9d33-4a12-9cc9-2147475be35d,11.44,2024-10-25 17:57:00
48443,Tortilla(6pck),5.0,0.3,Bakery,851488,Neeraj Nagula,3,14.69,20.0,6/25/2021,2024-08-20,16aa1000-d384-4a74-bb20-c4970c7576d0,15.55,2024-08-20 06:34:00
55644,Beef,18.0,1.0,Meat,803204,Michael Morales,4,78.51,19.5,12/13/2021,2024-09-17,8437debc-d14c-4fd6-81d5-508d87c7fb10,82.45,2024-09-17 03:30:00
97856,Hot Sauce,4.0,0.35,Sauce,972886,Delina Ivanova,3,11.0,17.0,10/11/2021,2024-10-12,92782bbf-5a6d-4ebd-b9ae-629375cb901c,11.56,2024-10-12 09:01:00
93344,Chocolates,5.0,0.25,Snacks,355050,Muskan Sekhri,2,10.44,20.0,9/15/2021,2024-07-01,718c95d4-f5eb-4f04-a073-d2ce35b4b1f1,10.41,2024-07-01 02:10:00
71494,Cupcakes(6pck),5.5,0.6,Snacks,586669,Micheal Case,3,15.31,6.0,7/21/2022,2024-11-18,bcda28e8-09fd-4c59-91af-9f5b03abaa3d,16.53,2024-11-18 21:59:00
67561,Apples(5pck),5.0,0.8,Fruits,851488,Neeraj Nagula,1,5.07,20.0,6/25/2021,2024-11-15,c9e3d244-bdd8-4353-bcbc-998ff3cbc3c3,4.62,2024-11-15 04:01:00
55644,Beef,18.0,1.0,Meat,803204,Michael Morales,1,19.45,36.0,12/13/2021,2024-10-03,1f0f5785-7735-495d-a033-fee5f6fb1e74,20.73,2024-10-03 06:10:00
97856,Hot Sauce,4.0,0.35,Sauce,870229,Elizabeth Brown,1,4.31,3.75,12/27/2022,2024-10-23,4a2eb64e-fd29-4193-b988-aa5c0e49fe9b,4.62,2024-10-23 15:36:00
18443,Pasta,4.5,0.5,Grains,529181,Xinyue Wang,2,8.15,20.0,11/17/2021,2024-06-02,c6eef31d-c0a0-4051-818d-1145da431c55,8.8,2024-06-02 02:20:00
18443,Pasta,4.5,0.5,Grains,809251,Eric Patterson,2,8.15,18.0,9/17/2023,2024-10-14,2928f60f-4aeb-48ec-90d1-10ef2af6383a,8.11,2024-10-14 08:41:00
53022,Rice(4kg),11.0,4.0,Grains,703094,Leslie Pitts,2,23.68,12.0,3/15/2021,2024-10-27,64fab53d-f178-47eb-b154-47d9a04940a1,23.83,2024-10-27 02:07:00
97856,Hot Sauce,4.0,0.35,Sauce,205863,Emily Bryant,1,3.67,8.0,5/31/2023,2024-05-22,0de00957-633a-451c-ad4a-58bc27587817,3.42,2024-05-22 13:27:00
55786,Mushrooms(500g),5.25,0.5,Vegetables,632553,Michael Romero,3,16.08,8.0,5/21/2021,2024-05-25,39189b7d-b5ac-407e-b8e6-2a6228710771,15.76,2024-05-25 02:48:00
97923,Cereal,4.0,0.5,Snacks,391263,Sandra Gibson,3,12.66,19.5,12/23/2019,2024-06-25,8fbc0013-c856-4a39-8bb9-6d88837a444c,12.86,2024-06-25 14:54:00
40442,Pork,17.0,1.0,Meat,703094,Leslie Pitts,1,18.53,22.0,3/15/2021,2024-10-25,55c45004-02d2-4c4d-b47d-d99811952874,20.25,2024-10-25 16:25:00
98726,Butter(350g),4.75,0.35,Dairy,197461,Kim Scott,5,24.93,18.0,12/1/2020,2024-12-13,e864aaca-1736-4841-841e-660bbfd208cd,23.63,2024-12-13 22:19:00
53022,Rice(4kg),11.0,4.0,Grains,205863,Emily Bryant,1,11.04,8.0,5/31/2023,2024-07-18,37d87b28-232a-4970-8369-9a80895db32b,10.87,2024-07-18 15:06:00
93344,Chocolates,5.0,0.25,Snacks,197461,Kim Scott,2,9.09,14.25,12/1/2020,2024-11-01,63fd15ef-3dd2-4508-a6e4-877b1dc48c8a,9.86,2024-11-01 07:25:00
55644,Beef,18.0,1.0,Meat,632553,Michael Romero,4,78.95,15.75,5/21/2021,2024-08-14,43add817-dddf-4758-be13-80fff340e693,84.74,2024-08-14 20:35:00
93344,Chocolates,5.0,0.25,Snacks,205863,Emily Bryant,2,9.04,22.0,5/31/2023,2024-09-12,da60cc5e-0e78-411d-aa39-2d999a262d2f,8.3,2024-09-12 19:37:00
38402,Onions(5pck),4.0,0.85,Vegetables,178094,Beth King,1,3.98,15.75,12/5/2020,2024-11-03,e172e1de-24ce-4bc1-88e8-6d2f324583b6,4.22,2024-11-03 17:15:00
44817,White Bread,4.0,0.5,Bakery,693420,Abhinav Vig,4,16.61,20.0,5/26/2023,2024-10-22,b3ab4ff3-dc33-41af-b539-a0f29005d0aa,18.26,2024-10-22 16:26:00
54229,Brown Bread,5.0,0.5,Bakery,851488,Neeraj Nagula,3,14.08,5.0,6/25/2021,2024-11-22,a525cf64-a76b-4790-9b5a-3e3ade33286f,14.17,2024-11-22 19:49:00
53022,Rice(4kg),11.0,4.0,Grains,803204,Michael Morales,3,34.7,36.0,12/13/2021,2024-08-31,ae2ba8f8-c485-4f1f-b2db-7fccf8c32547,31.74,2024-08-31 12:00:00
18443,Pasta,4.5,0.5,Grains,529181,Xinyue Wang,1,4.33,4.5,11/17/2021,2024-07-23,061f35ab-9474-46f9-8d0b-05b4d0e0151d,4.0,2024-07-23 04:30:00
97856,Hot Sauce,4.0,0.35,Sauce,972886,Delina Ivanova,1,3.62,8.0,10/11/2021,2024-10-06,f257b89b-1406-4f32-aea7-d7793dd21da6,3.31,2024-10-06 23:08:00
24766,Tortilla(10pck),7.5,0.5,Bakery,693420,Abhinav Vig,1,7.63,12.0,5/26/2023,2024-12-07,29ca2ec1-d306-45f4-9016-75f8ff82a324,7.52,2024-12-07 21:54:00
97856,Hot Sauce,4.0,0.35,Sauce,803204,Michael Morales,1,3.67,22.0,12/13/2021,2024-10-05,7f44e0b3-677f-47d9-856f-ddf5dbb32ffb,3.77,2024-10-05 07:18:00
10873,Mayonnaise,6.0,0.5,Sauce,703094,Leslie Pitts,1,5.58,17.0,3/15/2021,2024-11-29,cf63a341-bd44-4c1a-a483-8d1854b5f824,5.54,2024-11-29 21:26:00
44817,White Bread,4.0,0.5,Bakery,703094,Leslie Pitts,1,3.69,6.0,3/15/2021,2024-11-12,6230676d-632b-4809-9363-8ebeb4733d7a,3.95,2024-11-12 15:59:00
60571,Tomato Ketchup,5.5,0.75,Sauce,803204,Michael Morales,1,5.74,8.0,12/13/2021,2024-10-24,beacc5d6-abb2-4c31-ba1c-9deaedb10e34,5.74,2024-10-24 16:56:00
32815,Eggs(0.5dozen),4.5,0.3,Dairy,954422,Jeffrey Jordan,1,4.77,17.0,2/22/2021,2024-10-01,3c10344a-9afb-4cd9-9247-8d5cb7ecf4cf,4.58,2024-10-01 03:39:00
11013,Cookies,4.25,0.35,Snacks,870229,Elizabeth Brown,3,12.49,8.0,12/27/2022,2024-09-25,57c71114-b9a6-473b-8165-66e307766588,12.63,2024-09-25 01:18:00
97923,Cereal,4.0,0.5,Snacks,355050,Muskan Sekhri,6,25.41,5.0,9/15/2021,2024-08-01,d65dbd3f-ef7a-4f84-b2c9-d419753a7397,25.18,2024-08-01 16:26:00
64629,Peanut Butter,4.5,0.5,Dairy,693420,Abhinav Vig,1,4.15,7.5,5/26/2023,2024-10-27,257a84ce-d9c3-4fa6-8ceb-17a3f4beae20,4.23,2024-10-27 08:31:00
67243,Shredded Cheese(350g),7.0,0.35,Dairy,630214,Richard Barnes,4,26.31,14.25,4/16/2020,2024-12-11,4c011189-7fe9-46a7-ada1-4a18f084f07d,23.79,2024-12-11 15:31:00
55786,Mushrooms(500g),5.25,0.5,Vegetables,178094,Beth King,3,15.46,4.0,12/5/2020,2024-10-18,04593acb-7600-4795-a961-c5a445f019ca,14.56,2024-10-18 21:48:00
11561,Mushrooms(350g),3.75,0.35,Vegetables,851488,Neeraj Nagula,1,3.43,20.0,6/25/2021,2024-11-07,74ff5ff4-e605-4b53-bfe9-a76ca7c883b1,3.39,2024-11-07 08:47:00
18443,Pasta,4.5,0.5,Grains,754181,James Saunders,3,13.33,14.25,4/6/2023,2024-12-24,d51032f8-3abf-4209-84f3-382c225cd026,14.27,2024-12-24 18:30:00
79206,Eggs(1.5dozen),11.25,0.9,Dairy,870229,Elizabeth Brown,1,12.12,17.0,12/27/2022,2024-10-28,854be75d-7eeb-4fdb-b8cf-d0a759ab21bd,11.2,2024-10-28 18:15:00
10873,Mayonnaise,6.0,0.5,Sauce,693420,Abhinav Vig,1,5.96,4.5,5/26/2023,2024-12-03,b7746605-3af7-452d-84ed-748114d90941,6.17,2024-12-03 02:16:00
18443,Pasta,4.5,0.5,Grains,208839,Selvin Furtado,1,4.26,12.0,3/7/2020,2024-10-25,81e50167-466e-41be-aec7-c0a79415ec7a,4.67,2024-10-25 00:21:00
10873,Mayonnaise,6.0,0.5,Sauce,355050,Muskan Sekhri,1,6.56,16.0,9/15/2021,2024-07-12,4fd35fe0-dd4f-4446-95d6-28cf85c9fcce,6.69,2024-07-12 15:10:00
18443,Pasta,4.5,0.5,Grains,208839,Selvin Furtado,2,8.8,4.5,3/7/2020,2024-09-30,c23d707c-a7a8-41de-b9ea-850905df6aa3,9.06,2024-09-30 15:21:00
95501,Eggs(1dozen),7.5,0.6,Dairy,803204,Michael Morales,1,8.02,16.5,12/13/2021,2024-08-30,1ac56945-26f1-4277-b5ba-11f3e39b6d3d,7.98,2024-08-30 09:28:00
97856,Hot Sauce,4.0,0.35,Sauce,355050,Muskan Sekhri,1,4.25,6.0,9/15/2021,2024-10-11,5c4359d5-c81f-4995-8171-d23d218140e2,3.98,2024-10-11 23:56:00
98726,Butter(350g),4.75,0.35,Dairy,693420,Abhinav Vig,5,25.91,6.0,5/26/2023,2024-11-07,a852fa28-4904-4dfc-a642-929bc4b36799,24.14,2024-11-07 15:42:00
54229,Brown Bread,5.0,0.5,Bakery,121533,John Castillo,6,31.95,7.5,2/15/2023,2024-11-22,e75ba530-a60e-4ca4-8f9c-260a4e69ec87,33.9,2024-11-22 13:41:00
24766,Tortilla(10pck),7.5,0.5,Bakery,972886,Delina Ivanova,1,7.59,8.0,10/11/2021,2024-10-29,28e9121f-ad05-4a59-83cd-2362ea370ab1,7.92,2024-10-29 22:35:00
24766,Tortilla(10pck),7.5,0.5,Bakery,770025,Matthew Gordon,2,14.1,6.0,7/19/2020,2024-12-02,46cfbe1e-5382-4811-acfb-09116eb136f5,14.91,2024-12-02 21:14:00
38954,Mustard,4.5,0.35,Sauce,999944,Cory Simpson,2,9.85,17.0,8/12/2023,2024-11-03,1cc79f62-a7b9-4478-9e70-49e32de2ae72,10.23,2024-11-03 07:34:00
60571,Tomato Ketchup,5.5,0.75,Sauce,391263,Sandra Gibson,2,11.09,16.0,12/23/2019,2024-06-06,c2963f40-967f-4637-b300-b1a6200779db,10.56,2024-06-06 18:17:00
18443,Pasta,4.5,0.5,Grains,870229,Elizabeth Brown,1,4.78,33.75,12/27/2022,2024-10-23,0212ffe5-9b58-4abe-aa4c-66179d694bfb,4.95,2024-10-23 04:38:00
38954,Mustard,4.5,0.35,Sauce,999944,Cory Simpson,4,16.85,13.5,8/12/2023,2024-10-24,cd5dffec-12b5-4a8d-8d5d-79e3afd5d7d2,16.19,2024-10-24 21:12:00
55786,Mushrooms(500g),5.25,0.5,Vegetables,803204,Michael Morales,1,4.94,15.0,12/13/2021,2024-10-29,8d4a9def-7fb0-4aac-8f83-7345f369e7f5,5.31,2024-10-29 22:44:00
67561,Apples(5pck),5.0,0.8,Fruits,391263,Sandra Gibson,1,4.91,16.5,12/23/2019,2024-06-06,25edf1fe-55ee-4dde-8ec6-26d6b73e2b1b,4.53,2024-06-06 12:46:00
93344,Chocolates,5.0,0.25,Snacks,809251,Eric Patterson,2,9.93,4.5,9/17/2023,2024-11-18,87182eea-1e7b-4303-83a1-1457ac41555b,9.01,2024-11-18 05:19:00
32815,Eggs(0.5dozen),4.5,0.3,Dairy,208839,Selvin Furtado,4,18.61,4.5,3/7/2020,2024-11-13,2acfd728-e1fb-4310-9f0c-d2d590b7c7be,18.23,2024-11-13 08:02:00
